"","Reporting.Year","Reporting.Quarter","Reporting.Organization","Certified.Type","County","Certified.Capacity","Operational.Capacity","Beginning.Census","End.Census","Male.Census","Female.Census"
"6225",2015,3,"Peregrines Landing Senior Community, Cheektowaga","S","Erie",112,112,89,97,33,64
"6226",2015,3,"Pinecrest Home For Adults","E","Steuben",17,17,16,16,8,8
"6227",2015,3,"Pine Harbour","S","Clinton",66,66,57,52,15,37
"6228",2015,3,"Pineview Commons H.F.A.","F","Fulton",94,86,78,82,17,65
"6229",2015,3,"Plattduetsche Home Society EHP","S","Nassau",90,90,52,51,13,38
"6230",2015,3,"Plattduetsche Old Folks Home Society","E","Nassau",91,91,70,69,11,58
"6231",2015,3,"Pleasant Gardens Home for Adults","E","Suffolk",26,26,25,25,13,12
"6232",2015,3,"Pounder Hall EHP","S","Oneida",17,12,7,9,5,4
"6233",2015,3,"Presbyterian Residential Community","E","Oneida",96,96,91,88,21,67
"6234",2015,3,"Promenade at Blue Hill","F","Rockland",61,61,50,48,9,39
"6235",2015,3,"Promenade at Chestnut Ridge","F","Rockland",198,118,96,96,26,70
"6236",2015,3,"Promenade at Middletown","F","Orange",200,200,107,104,22,82
"6237",2015,3,"Promenade at Tuxedo Place","F","Orange",89,89,59,55,19,36
"6238",2015,3,"Quail Summit","S","Ontario",55,55,47,51,15,36
"6239",2015,3,"Queens Adult Care Center","F","Queens",352,352,351,347,245,102
"6240",2015,3,"Rainier Grove at Cherry Ridge","F","Monroe",87,87,67,67,20,47
"6241",2015,3,"Randolph Manor","F","Cattaraugus",50,45,36,34,8,26
"6242",2015,3,"Regency of Boro Park","F","Kings",200,200,86,102,33,69
"6243",2015,3,"Restmour Home for Adults","F","Cayuga",24,24,19,22,3,19
"6244",2015,3,"Ridge Rest Home, Inc.","E","Suffolk",58,58,41,41,34,7
"6245",2015,3,"Riverdale Manor Home for Adults","F","Bronx",256,256,244,245,144,101
"6246",2015,3,"RiverLedge Residence","E","St.Lawrence",40,40,38,36,3,33
"6247",2015,3,"RiverSpring Assisted Living","E","Bronx",35,35,29,32,7,25
"6248",2015,3,"River View Gardens NY Found. EHP #8","S","Queens",46,46,46,46,33,13
"6249",2015,3,"Robinson Terrace Senior Living","E","Delaware",60,60,50,56,14,42
"6250",2015,3,"Robynwood Home for Adults","F","Otsego",47,42,36,37,8,29
"6251",2015,3,"Rochester Presbyterian Home","E","Monroe",102,102,94,91,24,67
"6252",2015,3,"Rodden Home","F","Suffolk",23,23,23,23,13,10
"6253",2015,3,"Rome Home","E","Oneida",19,19,14,14,4,10
"6254",2015,3,"Rosewood on the Sound","F","Nassau",46,46,44,41,21,20
"6255",2015,3,"Rosewood Senior Citizens Home","F","Cortland",37,37,15,15,9,6
"6256",2015,3,"RPH-West","E","Monroe",52,52,46,49,13,36
"6257",2015,3,"Sachem Adult Home","F","Suffolk",46,46,33,33,16,17
"6258",2015,3,"Sage Harbor Baywinde","F","Monroe",88,78,69,79,18,61
"6259",2015,3,"Samaritan Summit Village","E","Jefferson",120,120,118,116,20,96
"6260",2015,3,"Samuel F. Vilas Home","E","Clinton",44,44,39,40,9,31
"6261",2015,3,"Sanford Home","F","Queens",200,200,199,194,111,83
"6262",2015,3,"Sarah Jane Sanford Home","E","Montgomery",40,40,34,35,0,35
"6263",2015,3,"Seabury Woods","S","Monroe",85,78,76,75,19,56
"6264",2015,3,"Seaview Manor, LLC","F","Queens",124,124,121,123,71,52
"6265",2015,3,"Sedgwick Heights","E","Onondaga",154,154,131,133,33,100
"6266",2015,3,"Seneca Lake Terrace Assisted Living Center","F","Ontario",66,64,60,63,12,51
"6267",2015,3,"SeniorFirst Assisted Living at Valley Manor","S","Monroe",13,13,7,8,4,4
"6268",2015,3,"Shire Senior Living Assisted Living Program","F","Monroe",200,200,170,173,90,83
"6269",2015,3,"Signature Senior Living","F","Kings",199,199,77,89,41,48
"6270",2015,3,"Somerset Gardens","S","Nassau",160,155,146,144,48,96
"6271",2015,3,"South Bay Adult Home","F","Suffolk",39,39,31,28,18,10
"6272",2015,3,"Southern Tier Meadows","E","Chautauqua",24,24,23,22,9,13
"6273",2015,3,"Spring Valley Rest Home","F","Rockland",32,32,32,32,22,10
"6274",2015,3,"St. Columbans on the Lake","E","Chautauqua",57,57,51,53,9,44
"6275",2015,3,"St. Elizabeths Home","E","Erie",117,117,95,96,36,60
"6276",2015,3,"Sterling House of Ithaca","S","Tompkins",46,46,39,39,10,29
"6277",2015,3,"Sterling House of Niagara","S","Niagara",53,46,44,45,14,31
"6278",2015,3,"St. Francis Commons","E","Oswego",60,60,59,58,9,49
"6279",2015,3,"St. Josephs Home","E","Rockland",31,31,31,31,3,28
"6280",2015,3,"St. Louise Manor","E","Broome",52,52,41,45,12,33
"6281",2015,3,"St. Marks Terrace EHP #1","S","Yates",27,27,23,23,6,17
"6282",2015,3,"St. Marks Terrace EHP #2","S","Yates",22,22,4,4,2,2
"6283",2015,3,"St. Marys Manor","S","Nassau",28,28,27,28,10,18
"6284",2015,3,"St. Michaels Home","E","Westchester",60,60,46,48,15,33
"6285",2015,3,"St. Nicholas Home","E","Kings",75,70,61,62,24,38
"6286",2015,3,"St. Vincent de Paul","E","Bronx",59,59,55,53,27,26
"6287",2015,3,"St. Vincents Home for Aged","E","Chautauqua",45,32,27,26,13,13
"6288",2015,3,"St. Zitas Villa","E","Rockland",35,35,20,18,0,18
"6289",2015,3,"Sues Rest","F","Steuben",14,14,13,13,4,9
"6290",2015,3,"Sunnydale Home","F","Westchester",17,17,16,15,8,7
"6291",2015,3,"Sunrise at Mill Basin","S","Kings",142,142,118,117,26,91
"6292",2015,3,"Sunrise at Sheepshead Bay","S","Kings",189,189,139,134,41,93
"6293",2015,3,"Sunrise of Crestwood","F","Westchester",116,116,86,83,17,66
"6294",2015,3,"Sunrise of Dix Hills","F","Suffolk",114,114,85,82,26,56
"6295",2015,3,"Sunrise of East Meadow","F","Nassau",107,107,103,107,28,79
"6296",2015,3,"Sunrise of East Setauket","F","Suffolk",109,109,104,101,27,74
"6297",2015,3,"Sunrise of Fleetwood","F","Westchester",103,103,86,89,19,70
"6298",2015,3,"Sunrise of Glen Cove","F","Nassau",111,111,77,83,16,67
"6299",2015,3,"Sunrise of Holbrook","F","Suffolk",109,109,95,99,29,70
"6300",2015,3,"Sunrise of New City","F","Rockland",120,120,88,88,23,65
"6301",2015,3,"Sunrise of North Lynbrook","F","Nassau",138,138,97,96,30,66
"6302",2015,3,"Sunrise of Plainview","F","Nassau",65,65,62,62,16,46
"6303",2015,3,"Sunrise of Smithtown","F","Suffolk",104,104,90,82,18,64
"6304",2015,3,"Sunrise of Staten Island","S","Richmond",121,121,109,108,40,68
"6305",2015,3,"Sunrise of West Babylon","F","Suffolk",109,109,102,99,24,75
"6306",2015,3,"Surf Manor Home for Adults","F","Kings",200,200,199,197,137,60
"6307",2015,3,"Surfside Manor Home for Adults, LLC","F","Queens",200,200,198,200,132,68
"6308",2015,3,"Sutton Gardens, LLC","F","Queens",47,47,47,47,21,26
"6309",2015,3,"Tanglewood Manor Inc","F","Chautauqua",158,147,123,120,45,75
"6310",2015,3,"Tappan Zee Manor","F","Rockland",150,105,82,79,29,50
"6311",2015,3,"Tennyson Court","F","Erie",93,93,79,77,20,57
"6312",2015,3,"Terrace at Beverwyck","S","Albany",48,48,35,42,13,29
"6313",2015,3,"Terrace at Eddy Memorial","S","Rensselaer",69,67,66,67,13,54
"6314",2015,3,"The 80th Street Residence","F","New York",70,69,61,65,20,45
"6315",2015,3,"The Ambassador at Scarsdale","S","Westchester",138,138,6,30,7,23
"6316",2015,3,"The Amsterdam at Harborside","S","Nassau",55,55,55,33,11,22
"6317",2015,3,"The Arbors at Bohemia","F","Suffolk",200,200,138,140,37,103
"6318",2015,3,"The Arbors at Hauppauge","F","Suffolk",200,200,127,129,46,83
"6319",2015,3,"The Arbors at Islandia East","F","Suffolk",200,200,132,131,38,93
"6320",2015,3,"The Arbors at Islandia West","F","Suffolk",200,140,100,103,27,76
"6321",2015,3,"The Arbors at Westbury","F","Nassau",200,200,111,116,52,64
"6322",2015,3,"The Athenaeum of Skaneateles","F","Onondaga",16,16,16,15,3,12
"6323",2015,3,"The Avalon Assisted Living and Wellness Center","F","Dutchess",76,76,75,70,23,47
"6324",2015,3,"The Barton Home","F","Chemung",26,26,21,20,11,9
"6325",2015,3,"The Bixby Home","F","Seneca",24,23,23,23,15,8
"6326",2015,3,"The Bristal at Armonk","S","Westchester",171,171,87,85,23,62
"6327",2015,3,"The Bristal at East Meadow","S","Nassau",151,151,95,91,24,67
"6328",2015,3,"The Bristal at East Northport","S","Suffolk",166,166,145,145,39,106
"6329",2015,3,"The Bristal at Lake Grove","S","Suffolk",156,156,71,71,23,48
"6330",2015,3,"The Bristal at Lynbrook","E","Nassau",200,150,125,128,26,102
"6331",2015,3,"The Bristal at Massapequa","S","Nassau",86,86,67,66,11,55
"6332",2015,3,"The Bristal at Massapequa","F","Nassau",84,84,69,72,16,56
"6333",2015,3,"The Bristal at North Hills","S","Nassau",140,140,117,125,28,97
"6334",2015,3,"The Bristal at North Hills","F","Nassau",60,60,48,47,12,35
"6335",2015,3,"The Bristal at North Woodmere","S","Nassau",155,155,96,95,27,68
"6336",2015,3,"The Bristal at Sayville","F","Suffolk",155,155,129,137,31,106
"6337",2015,3,"The Bristal at Westbury","S","Nassau",180,180,144,146,37,109
"6338",2015,3,"The Bristal at White Plains","S","Westchester",190,190,135,146,39,107
"6339",2015,3,"The Cloisters","F","Wyoming",48,48,35,41,5,36
"6340",2015,3,"The Courtyards LLC","F","Erie",133,133,117,114,62,52
"6341",2015,3,"The Eliot at Catskill","F","Greene",99,99,67,69,29,40
"6342",2015,3,"The Eliot at Erie Station ALP","F","Orange",96,96,92,89,49,40
"6343",2015,3,"The Farrar Home","E","Franklin",30,30,29,26,9,17
"6344",2015,3,"The Fountains at RiverVue","F","Westchester",141,141,120,122,37,85
"6345",2015,3,"The Glen at Maple Pointe AH/ALP","F","Nassau",60,60,55,56,13,43
"6346",2015,3,"The Glen at Maple Pointe EHP/ALP","S","Nassau",83,83,81,81,22,59
"6347",2015,3,"The Hearth at Castle Gardens","S","Broome",106,106,78,79,13,66
"6348",2015,3,"The Hearth at Greenpoint Senior Living","S","Onondaga",130,130,114,113,30,83
"6349",2015,3,"The Hearth on James","S","Onondaga",60,60,37,39,13,26
"6350",2015,3,"The Inn at Menorah Park","E","Onondaga",61,61,34,39,8,31
"6351",2015,3,"The Inn at Millbrook","F","Dutchess",40,40,38,39,5,34
"6352",2015,3,"The Kensington","F","Westchester",130,130,121,120,32,88
"6353",2015,3,"The Lake Shore Adult Home","F","Suffolk",200,200,134,123,39,84
"6354",2015,3,"The Landing at Brighton","S","Monroe",121,105,48,64,21,43
"6355",2015,3,"The Landing of Poughkeepsie","F","Dutchess",121,121,0,29,6,23
"6356",2015,3,"The Lodge at Ives Hill","S","Jefferson",24,24,11,10,2,8
"6357",2015,3,"The Manor House","S","Genesee",60,60,46,41,7,34
"6358",2015,3,"The McClelland Home for Adults","F","Dutchess",70,54,35,41,23,18
"6359",2015,3,"The New Falls","F","Schuyler",111,105,91,87,23,64
"6360",2015,3,"The New Swan Lake Adult Home LLC","F","Sullivan",27,27,24,24,19,5
"6361",2015,3,"The Northfield","S","Monroe",79,79,65,65,13,52
"6362",2015,3,"The Osborn","S","Westchester",103,103,98,96,19,77
"6363",2015,3,"The Pines at Heartwood","F","Rensselaer",86,86,81,77,19,58
"6364",2015,3,"The Plaza at Clover Lake","F","Putnam",175,135,92,100,32,68
"6365",2015,3,"The Regency at Glen Cove","E","Nassau",105,105,89,92,23,69
"6366",2015,3,"The Seabury at Fieldhome","E","Westchester",85,85,68,68,48,20
"6367",2015,3,"The Shores at Peconic Landing Assisted Living Residence, Inc.","S","Suffolk",26,26,25,23,5,18
"6368",2015,3,"The Springvale Inn","S","Westchester",125,125,89,87,22,65
"6369",2015,3,"The Terrace at Glen Eddy","S","Schenectady",53,53,42,42,10,32
"6370",2015,3,"The Terrace at Newark","F","Wayne",63,63,60,60,12,48
"6371",2015,3,"The Terrace at the Glen","S","Warren",44,44,44,40,15,25
"6372",2015,3,"The Terrace at Woodland","F","Oneida",60,57,56,56,16,40
"6373",2015,3,"The Terraces at Brookmeade","S","Dutchess",29,29,23,23,5,18
"6374",2015,3,"The Vincent Bove Center at Jefferson Ferry","S","Suffolk",87,87,60,58,14,44
"6375",2015,3,"The Waterford on the Bay","F","Kings",200,200,141,156,61,95
"6376",2015,3,"Tonawanda Manor Assisted Living Program","F","Erie",120,106,98,95,76,19
"6377",2015,3,"Troy Adult Home","F","Rensselaer",33,33,23,24,22,2
"6378",2015,3,"Underwood Manor","F","Cattaraugus",32,32,30,31,15,16
"6379",2015,3,"Updykes Willow Ridge Quality Care Facility","F","Steuben",40,40,30,34,8,26
"6380",2015,3,"Valley Residential Services, Inc","S","Herkimer",48,48,12,25,8,17
"6381",2015,3,"Valley Vista Adult Home and Assisted Living Progra","F","Ulster",89,89,83,82,22,60
"6382",2015,3,"Vassar-Warner Home","E","Dutchess",58,58,42,44,9,35
"6383",2015,3,"VillageCare at 46 and Ten","S","New York",80,80,76,79,25,54
"6384",2015,3,"Walden Place","S","Cortland",86,86,62,69,21,48
"6385",2015,3,"Wavecrest Home for Adults","F","Queens",120,120,119,118,84,34
"6386",2015,3,"Westchester Center for Independent and Assisted Living","F","Westchester",195,195,191,194,87,107
"6387",2015,3,"Westminster Manor","E","Cayuga",37,37,31,28,8,20
"6388",2015,3,"West Seventy-Fourth Street Home","E","New York",95,90,84,82,38,44
"6389",2015,3,"West Side Federation For Sr. and Supportive Housing","E","New York",99,94,86,87,62,25
"6390",2015,3,"Westwood Commons Adult Home","E","Monroe",120,80,69,66,18,48
"6391",2015,3,"White Plains Guest Home for Adults","E","Westchester",15,15,15,15,12,3
"6392",2015,3,"Whittier Place","E","Columbia",80,80,75,78,23,55
"6393",2015,3,"Willing Helpers Home for Women","E","Fulton",20,20,14,16,0,16
"6394",2015,3,"Willows","F","Orleans",24,24,16,15,3,12
"6395",2015,3,"Willow Towers EHP","S","Westchester",150,150,126,128,31,97
"6396",2015,3,"Wolk Manor Enriched Living Center","S","Monroe",85,85,76,71,20,51
"6397",2015,3,"Womens Christian Association Home","E","Chautauqua",37,37,27,29,0,29
"6398",2015,3,"Woodbrook","E","Chemung",80,76,71,74,21,53
"6399",2015,3,"Woodcrest Commons","E","Monroe",120,120,90,86,28,58
"6400",2015,3,"Woodhaven Home for Adults","F","Suffolk",181,181,172,178,64,114
"6401",2015,3,"Woodland Pond at New Paltz","S","Ulster",60,60,55,53,19,34
"6402",2015,3,"Woodlawn Commons","S","Saratoga",42,40,35,36,6,30
"6403",2015,3,"Woodside Hall, LLC","F","Otsego",37,28,18,16,4,12
"6404",2015,3,"Woodview Court","F","Westchester",40,25,21,20,4,16
"6405",2015,3,"Wynwood of Kenmore","S","Erie",120,120,104,110,34,76
"6406",2015,3,"Wynwood of Manlius","S","Onondaga",86,86,78,78,20,58
"6407",2015,3,"Wynwood of Niskayuna","S","Albany",110,110,102,103,28,75
"6408",2015,2,"Absolut at Orchard Brooke, LLC","F","Erie",80,80,67,67,22,45
"6409",2015,2,"Adirondack Manor D.B.A. Valehaven HFA","F","Oswego",35,35,32,33,22,11
"6410",2015,2,"Adirondack Manor HFA D.B.A Adirondack Manor HFA","F","Warren",60,60,55,57,25,32
"6411",2015,2,"Adirondack Manor HFA D.B.A Montcalm Manor HFA","F","Essex",40,40,37,37,17,20
"6412",2015,2,"Adirondack Manor HFA D.B.A Scotia Mansion HFA","F","Schenectady",50,50,32,34,13,21
"6413",2015,2,"Adirondack Manor HFA D.B.A. Willow Park HFA","F","Oneida",60,60,57,57,33,24
"6414",2015,2,"Adirondack Manor Home for Adults","F","Oneida",40,40,36,37,22,15
"6415",2015,2,"Adirondack Manor Home for Adults","F","Clinton",40,40,36,31,11,20
"6416",2015,2,"Adirondack Manor Home for Adults","F","Franklin",34,34,31,31,18,13
"6417",2015,2,"Ahana House","E","Saratoga",17,17,10,13,10,3
"6418",2015,2,"Alma Rangel Gardens NY Foundation EHP#7","S","New York",42,40,38,40,20,20
"6419",2015,2,"Alpine Manor","F","Livingston",41,36,23,23,3,20
"6420",2015,2,"Alterra Clare Bridge Cottage of Clinton","F","Oneida",40,40,34,34,12,22
"6421",2015,2,"Alterra Clare Bridge Cottage of Ithaca","F","Tompkins",36,36,36,35,8,27
"6422",2015,2,"Alterra Clare Bridge Cottage of Niagara","F","Niagara",40,40,38,40,15,25
"6423",2015,2,"Alterra Clare Bridge of Manlius","F","Onondaga",52,52,52,49,10,39
"6424",2015,2,"Alterra Clare Bridge of Niskayuna","F","Schenectady",52,52,52,52,20,32
"6425",2015,2,"Alterra Clare Bridge of Perinton","F","Monroe",52,52,48,47,7,40
"6426",2015,2,"Alterra Clare Bridge of Williamsville","F","Erie",52,52,46,46,9,37
"6427",2015,2,"Amber Court of Brooklyn","F","Kings",224,216,213,210,132,78
"6428",2015,2,"Amber Court of Pelham Gardens","F","Bronx",200,200,191,195,82,113
"6429",2015,2,"Amber Court of Westbury","F","Nassau",64,64,0,10,4,6
"6430",2015,2,"Amber Court of Westbury","F","Nassau",218,218,189,197,40,157
"6431",2015,2,"Angels Inn Home for Adults","F","Jefferson",24,24,12,11,5,6
"6432",2015,2,"Apple Gate Adult Home","F","Orleans",28,28,18,19,10,9
"6433",2015,2,"Arcadia Residence","F","Sullivan",114,114,31,29,20,9
"6434",2015,2,"Arkell Hall","E","Montgomery",24,24,19,22,1,21
"6435",2015,2,"Ashton Place","S","Ontario",60,60,26,23,4,19
"6436",2015,2,"Assisted Living at Jennings Hall","S","Kings",40,14,14,12,6,6
"6437",2015,2,"Assisted Living at Northern Riverview","E","Rockland",105,105,98,103,34,69
"6438",2015,2,"Atria, Bay Shore","S","Suffolk",116,116,86,91,23,68
"6439",2015,2,"Atria Briarcliffe Manor","F","Westchester",200,200,105,101,22,79
"6440",2015,2,"Atria, Crossgate","S","Albany",74,74,52,50,19,31
"6441",2015,2,"Atria Delmar Place","S","Albany",106,106,97,93,26,67
"6442",2015,2,"Atria, East Northport","F","Suffolk",200,176,102,111,41,70
"6443",2015,2,"Atria Forest Hills","S","Queens",90,90,69,70,19,51
"6444",2015,2,"Atria Glen Cove","S","Nassau",128,128,74,80,22,58
"6445",2015,2,"Atria Great Neck","S","Nassau",160,160,136,135,36,99
"6446",2015,2,"Atria Greece","F","Monroe",79,79,71,67,14,53
"6447",2015,2,"Atria Guilderland","F","Albany",120,120,80,83,23,60
"6448",2015,2,"Atria Huntington","F","Suffolk",122,122,98,96,25,71
"6449",2015,2,"Atria Kew Gardens","S","Queens",175,175,128,124,40,84
"6450",2015,2,"Atria Lynbrook","F","Nassau",200,200,116,122,30,92
"6451",2015,2,"Atria on the Hudson","S","Westchester",185,185,125,122,37,85
"6452",2015,2,"Atria Penfield","F","Monroe",120,120,81,67,19,48
"6453",2015,2,"Atria, Plainview","F","Nassau",99,99,78,76,11,65
"6454",2015,2,"Atria Riverdale","S","Bronx",195,195,156,170,52,118
"6455",2015,2,"Atria Shaker","S","Albany",128,128,109,115,32,83
"6456",2015,2,"Atria South Setauket","F","Suffolk",200,120,82,90,30,60
"6457",2015,2,"Atria Tanglewood","F","Nassau",160,130,120,123,32,91
"6458",2015,2,"Atria West 86","S","New York",189,189,174,163,48,115
"6459",2015,2,"Babylon Beach House Home for Adults","F","Suffolk",67,49,48,49,11,38
"6460",2015,2,"Bayview Rest Home, LLC","F","Suffolk",75,75,64,66,41,25
"6461",2015,2,"Beacon Pointe Memory Care Community","F","Saratoga",52,52,37,35,8,27
"6462",2015,2,"Belle Harbor Manor","E","Queens",162,155,146,150,92,58
"6463",2015,2,"Bergquist Adult Home","E","Chautauqua",32,32,32,31,6,25
"6464",2015,2,"Bethany Village","E","Chemung",144,126,104,103,26,77
"6465",2015,2,"Bickford Home","F","Wayne",24,24,20,20,20,0
"6466",2015,2,"Bida Adult Home","F","Chenango",28,28,22,20,11,9
"6467",2015,2,"Birchwood Rest Home","F","Suffolk",101,101,80,84,30,54
"6468",2015,2,"Bishops Commons at St. Luke","S","Oswego",68,68,58,56,18,38
"6469",2015,2,"Blocher Homes","E","Erie",65,57,47,51,6,45
"6470",2015,2,"Boulevard ALP","S","Queens",239,239,210,215,72,143
"6471",2015,2,"Braemar Living at Medford","F","Suffolk",200,200,194,198,43,155
"6472",2015,2,"Braemar Living at Wallkill","F","Orange",200,200,0,62,13,49
"6473",2015,2,"Brandywine Assisted Living at The Savoy","S","Queens",160,160,140,139,40,99
"6474",2015,2,"Brandywine Senior Living at Huntington Terrace","F","Suffolk",54,54,53,47,11,36
"6475",2015,2,"Brandywine Senior Living at Huntington Terrace","S","Suffolk",110,110,61,65,9,56
"6476",2015,2,"Brentland Woods","S","Monroe",60,55,53,50,8,42
"6477",2015,2,"Brentwood Adult Home","F","Suffolk",30,30,27,26,22,4
"6478",2015,2,"Briarwood Manor, Inc.","F","Niagara",160,160,125,129,28,101
"6479",2015,2,"Bridges Cornell Heights - The Colonial","F","Tompkins",13,11,10,10,1,9
"6480",2015,2,"Bridges Cornell Heights - The Tudor","F","Tompkins",15,15,13,12,2,10
"6481",2015,2,"Bristol Home","E","Erie",54,54,49,52,0,52
"6482",2015,2,"Bristol Village, Inc.","S","Erie",104,104,84,80,19,61
"6483",2015,2,"Brompton Heights","F","Erie",200,200,175,165,46,119
"6484",2015,2,"Bronxwood","E","Bronx",320,320,279,273,176,97
"6485",2015,2,"Brookdale Hospital Medical Center ALP","S","Kings",43,43,37,38,16,22
"6486",2015,2,"Brooklyn Adult Care Center","F","Kings",216,216,216,211,152,59
"6487",2015,2,"Brothers of Mercy Sacred Heart Home","E","Erie",70,70,52,51,13,38
"6488",2015,2,"Buckley Landing Enriched Housing Site #6","S","Onondaga",85,85,85,82,17,65
"6489",2015,2,"Cambridge Guest Home","F","Washington",34,34,28,31,17,14
"6490",2015,2,"Camillus Ridge Terrace","F","Onondaga",56,50,45,44,2,42
"6491",2015,2,"Camphill Ghent, Inc.","E","Columbia",29,29,26,27,9,18
"6492",2015,2,"Canterbury Woods","S","Erie",32,32,27,27,7,20
"6493",2015,2,"Canton Enriched Housing Program, Inc. EHP #1","S","St.Lawrence",16,16,16,15,9,6
"6494",2015,2,"Canton Enriched Housing Program, Inc. EHP# 2","S","St.Lawrence",9,9,6,7,1,6
"6495",2015,2,"Carlucci Homes. Inc,","F","Orange",23,23,22,22,0,22
"6496",2015,2,"Carnegie East House","S","New York",120,104,88,87,18,69
"6497",2015,2,"Castle Senior Living at Forest Hills","F","Queens",20,20,16,18,5,13
